Key,Value/Id,Value/ShardId,Value/ShardRate,Value/RareItemId,Value/RareItemQuantity,Value/RareItemRate,Value/CommonItemId,Value/CommonItemQuantity,Value/CommonRate,Value/RareIngredientId,Value/RareIngredientQuantity,Value/RareIngredientRate,Value/CommonIngredientId,Value/CommonIngredientQuantity,Value/CommonIngredientRate,Value/CoinType,Value/CoinOverride,Value/CoinRate,Value/AreaChangeTreasureFlag
Treasurebox_JPN019,425,None,0,SoySauce,1,40,Miso,1,40,CypressLumber,1,30,Hihiirokane,1,15,EDropCoin::D500,500,0,TRUE
Treasurebox_RVA000,427,None,0,CurryPowder,1,40,Silk,1,40,Diamond,1,20,Bixbite,1,20,EDropCoin::D500,500,0,TRUE
Treasurebox_RVA001,428,None,0,CurryPowder,1,40,Silk,1,40,Diamond,1,20,Bixbite,1,20,EDropCoin::D500,500,0,TRUE
Treasurebox_RVA001,429,None,0,Firemuffler,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Treasurebox_RVA002,430,None,0,CurryPowder,1,40,Silk,1,40,Diamond,1,20,Bixbite,1,20,EDropCoin::D500,500,0,TRUE
Treasurebox_RVA003,431,None,0,CurryPowder,1,40,Silk,1,40,Diamond,1,20,Bixbite,1,20,EDropCoin::D500,500,0,TRUE
Treasurebox_RVA003,432,None,0,CurryPowder,1,40,Silk,1,40,Diamond,1,20,Bixbite,1,20,EDropCoin::D500,500,0,TRUE
Treasurebox_RVA004,433,None,0,Riskring,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Treasurebox_RVA005,434,None,0,CurryPowder,1,40,Silk,1,40,Diamond,1,20,Bixbite,1,20,EDropCoin::D500,500,0,TRUE
Treasurebox_RVA005,435,None,0,CurryPowder,1,40,Silk,1,40,Diamond,1,20,Bixbite,1,20,EDropCoin::D500,500,0,TRUE
Treasurebox_RVA006,436,None,0,BalletRecipe004,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Treasurebox_RVA007,437,None,0,CurryPowder,1,40,Silk,1,40,Diamond,1,20,Bixbite,1,20,EDropCoin::D500,500,0,TRUE
Treasurebox_RVA008,438,None,0,CurryPowder,1,40,Silk,1,40,Diamond,1,20,Bixbite,1,20,EDropCoin::D500,500,0,TRUE
Treasurebox_RVA009,439,None,0,CurryPowder,1,40,Silk,1,40,Diamond,1,20,Bixbite,1,20,EDropCoin::D500,500,0,TRUE
Treasurebox_RVA010,440,None,0,CurryPowder,1,40,Silk,1,40,Diamond,1,20,Bixbite,1,20,EDropCoin::D500,500,0,TRUE
Treasurebox_RVA011,441,None,0,Lohengrin,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Treasurebox_RVA011,442,None,0,CurryPowder,1,40,Silk,1,40,Diamond,1,20,Bixbite,1,20,EDropCoin::D500,500,0,TRUE
Treasurebox_RVA012,443,None,0,CurryPowder,1,40,Silk,1,40,Diamond,1,20,Bixbite,1,20,EDropCoin::D500,500,0,TRUE
Treasurebox_RVA013,444,None,0,CurryPowder,1,40,Silk,1,40,Diamond,1,20,Bixbite,1,20,EDropCoin::D500,500,0,TRUE
Treasurebox_RVA014,445,None,0,CurryPowder,1,40,Silk,1,40,Diamond,1,20,Bixbite,1,20,EDropCoin::D500,500,0,TRUE
Treasurebox_RVA015,446,None,0,EggSouffl̩,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Treasurebox_BIG002,448,None,0,Waystone,2,20,Clystal,1,20,Diamond,1,15,Alexandrite,1,13,EDropCoin::D500,500,0,TRUE
Treasurebox_BIG005,449,None,0,Waystone,2,20,Clystal,1,20,Diamond,1,15,Alexandrite,1,13,EDropCoin::D500,500,0,TRUE
Treasurebox_BIG006,450,None,0,Waystone,2,20,Clystal,1,20,Diamond,1,15,Alexandrite,1,13,EDropCoin::D500,500,0,TRUE
Treasurebox_BIG006,451,None,0,Keyofbacker3,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Treasurebox_BIG006,452,None,0,None,0,0,None,0,0,None,0,0,None,0,0,EDropCoin::D1000,1000,100,FALSE
Treasurebox_BIG006,453,None,0,Waystone,2,20,Clystal,1,20,Diamond,1,15,Alexandrite,1,13,EDropCoin::D500,500,0,TRUE
Treasurebox_BIG006,454,None,0,MaxHPUP,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Treasurebox_BIG006,455,None,0,MaxMPUP,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Treasurebox_BIG007,456,None,0,Waystone,2,20,Clystal,1,20,Diamond,1,15,Alexandrite,1,13,EDropCoin::D500,500,0,TRUE
Treasurebox_BIG008,457,None,0,Waystone,2,20,Clystal,1,20,Diamond,1,15,Alexandrite,1,13,EDropCoin::D500,500,0,TRUE
Treasurebox_BIG010,458,None,0,Waystone,2,20,Clystal,1,20,Diamond,1,15,Alexandrite,1,13,EDropCoin::D500,500,0,TRUE
Treasurebox_BIG011,459,None,0,None,0,0,None,0,0,None,0,0,None,0,0,EDropCoin::D1000,1000,100,FALSE
Treasurebox_BIG012,460,None,0,Waystone,2,20,Clystal,1,20,Diamond,1,15,Alexandrite,1,13,EDropCoin::D500,500,0,TRUE
Treasurebox_BIG012,461,None,0,Waystone,2,20,Clystal,1,20,Diamond,1,15,Alexandrite,1,13,EDropCoin::D500,500,0,TRUE
Treasurebox_BIG012,462,None,0,MaxHPUP,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Treasurebox_BIG013,463,None,0,Waystone,2,20,Clystal,1,20,Diamond,1,15,Alexandrite,1,13,EDropCoin::D500,500,0,TRUE
Treasurebox_BIG014,464,None,0,ArmsRecipe012,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Treasurebox_BIG016,465,None,0,Waystone,2,20,Clystal,1,20,Diamond,1,15,Alexandrite,1,13,EDropCoin::D500,500,0,TRUE
Treasurebox_BIG016,466,None,0,Waystone,2,20,Clystal,1,20,Diamond,1,15,Alexandrite,1,13,EDropCoin::D500,500,0,TRUE
Treasurebox_BIG016,467,None,0,Waystone,2,20,Clystal,1,20,Diamond,1,15,Alexandrite,1,13,EDropCoin::D500,500,0,TRUE
Treasurebox_ICE001,469,None,0,Clystal,1,25,Alexandrite,1,15,Leather,1,15,Orichalcum,1,13,EDropCoin::D500,500,0,TRUE
Treasurebox_ICE001,470,None,0,Clystal,1,25,Alexandrite,1,15,Leather,1,15,Orichalcum,1,13,EDropCoin::D500,500,0,TRUE
Treasurebox_ICE002,471,None,0,Clystal,1,25,Alexandrite,1,15,Leather,1,15,Orichalcum,1,13,EDropCoin::D500,500,0,TRUE
Treasurebox_ICE003,472,None,0,Crystalscale,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Treasurebox_ICE003,473,None,0,MaxMPUP,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Treasurebox_ICE006,474,None,0,Clystal,1,25,Alexandrite,1,15,Leather,1,15,Orichalcum,1,13,EDropCoin::D500,500,0,TRUE
Treasurebox_ICE008,475,None,0,Flagarach,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Treasurebox_ICE008,476,None,0,Clystal,1,25,Alexandrite,1,15,Leather,1,15,Orichalcum,1,13,EDropCoin::D500,500,0,TRUE
Treasurebox_ICE010,477,None,0,Clystal,1,25,Alexandrite,1,15,Leather,1,15,Orichalcum,1,13,EDropCoin::D500,500,0,TRUE
Treasurebox_ICE011,478,None,0,Clystal,1,25,Alexandrite,1,15,Leather,1,15,Orichalcum,1,13,EDropCoin::D500,500,0,TRUE
Treasurebox_ICE013,479,None,0,Keyofbacker2,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Treasurebox_ICE014,480,None,0,Clystal,1,25,Alexandrite,1,15,Leather,1,15,Orichalcum,1,13,EDropCoin::D500,500,0,TRUE
Treasurebox_BRM_A_FIRST,482,None,0,16BitCoin,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Treasurebox_BRM_B_FIRST,483,None,0,32BitCoin,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Treasurebox_BRM_A,484,None,0,Ether,1,95,Mithril,1,15,Felt,1,15,MahoganyLumber,1,15,EDropCoin::D500,500,0,FALSE
Treasurebox_BRM_B,485,None,0,Ether,1,95,Gieremundfang,1,15,Bloodybone,1,15,Bloodyskull,1,15,EDropCoin::D500,500,0,FALSE
Treasurebox_OfflineChaos_A,486,None,0,Ether,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Treasurebox_OfflineChaos_B,487,None,0,Ether,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Treasurebox_OnlineChaos_A,488,None,0,Ether,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Treasurebox_OnlineChaos_B,489,None,0,Ether,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Treasurebox_PureMiriam_Hair,491,None,0,WorldfashionNo12,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Treasurebox_PureMiriam_Tiare,492,None,0,ValkyrieTiara,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Treasurebox_PureMiriam_Dress,493,None,0,Valkyriedress,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Treasurebox_PureMiriam_Sword,494,None,0,ValkyrieSword,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Wall_SIP004,499,None,0,MaxHPUP,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Wall_SIP009,500,None,0,MaxMPUP,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Wall_SIP014,501,None,0,PlunderersRing,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Wall_SIP016,502,None,0,Safering,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Wall_ENT002,504,None,0,MaxMPUP,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Wall_ENT012,505,None,0,WolfBalt,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Wall_GDN006,507,None,0,FriedEgg,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Wall_SAN000,509,None,0,MaxMPUP,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Wall_SAN005,510,None,0,RoseRing,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Wall_SAN019,511,None,0,MaxHPUP,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Wall_KNG000,513,None,0,MaxMPUP,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Wall_KNG007,514,None,0,MaxBulletUP,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Wall_LIB004,516,None,0,MaxHPUP,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Wall_LIB019,517,None,0,Walkerking,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Wall_LIB025,518,None,0,MaxBulletUP,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Wall_TWR006,520,None,0,MaxMPUP,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Wall_TWR013,521,None,0,invisible,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Wall_TWR016,522,None,0,RidingHabit,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Wall_TRN005,524,None,0,MaxHPUP,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Wall_UGD000,526,None,0,MaxMPUP,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Wall_UGD003,527,None,0,MaxBulletUP,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Wall_UGD006,528,None,0,MaxMPUP,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Wall_UGD012,529,None,0,Transformationmask,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Wall_UGD020,530,None,0,MaxBulletUP,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Wall_UGD031,531,None,0,Criticalring,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Wall_UGD037,532,None,0,MaxMPUP,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Wall_UGD046,533,None,0,PlunderersRing,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Wall_UGD056,534,None,0,DishRecipe015,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Wall_SND001,536,None,0,MaxMPUP,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Wall_SND019,537,None,0,MaxBulletUP,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Wall_TAR007,539,None,0,CutpursesRing,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Wall_JPN011,541,None,0,MaxMPUP,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Wall_JPN013,542,None,0,Manju,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Wall_RVA003,544,None,0,MaxBulletUP,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Wall_RVA011,545,None,0,LethalityRing,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Wall_BIG002,547,None,0,Gamblersring,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Wall_BIG012,548,None,0,MaxMPUP,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Wall_BIG016,549,None,0,MaxBulletUP,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Wall_ICE003,551,None,0,WeightedRing,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Wall_ICE010,552,None,0,MaxMPUP,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
Wall_ICE017,553,None,0,MaxBulletUP,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
N1001_Shard,558,SwingTentacle,100,None,0,0,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
N1002_Shard,560,Bloodsteel,100,None,0,0,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
N1003_Shard,562,Demoniccapture,100,None,0,0,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
N1006_Shard,564,Reflectionray,100,None,0,0,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
N1008_Shard,566,Dimensionshift,100,None,0,0,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
N2001_Shard,568,Hammerknuckle,100,None,0,0,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
N2004_Shard,569,Doublejump,100,None,0,0,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
N2006_Shard,570,Invert,100,None,0,0,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
N2007_Shard,571,Shadowtracer,100,None,0,0,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
N2012_Shard,573,AccelWorld,100,None,0,0,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
N2013_Shard,574,NeverSatisfied,100,None,0,0,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
N1004_Shard,575,GoldBarrett,100,None,0,0,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
N1005_Shard,576,InfernoBrace,100,None,0,0,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
N3006_Shard,581,Ceruleansplash,13,None,0,0,None,0,0,Halite,1,15,Recklesslimb,1,22,EDropCoin::None,0,0,FALSE
N3006_OpeningDemo,582,Ceruleansplash,100,None,0,0,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
N3005_Shard,583,FireCannon,12,Hollowpoint,3,13,Softpoint,3,20,ElmLumber,1,14,CannonDebris,1,22,EDropCoin::None,0,0,FALSE
N3005_FireCannon,584,FireCannon,100,None,0,0,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
N3007_Shard,585,Raginggirl,14,Lemon,1,14,Tomato,1,18,MonsterBirdTears,1,18,None,0,0,EDropCoin::None,0,0,FALSE
N3013_Shard,586,SummonAme,12,Ether,1,16,Ectoplasm,1,20,Alkhahest,1,22,None,0,0,EDropCoin::None,0,0,FALSE
N3015_Shard,587,Headfail,14,DurahanMaherm,1,13,Uni,1,18,Iron,1,18,Bronze,1,22,EDropCoin::None,0,0,FALSE
N3051_Shard,590,SummonRat,14,None,0,0,Cheese,1,22,Giantratteeth,1,14,Giantrattail,1,20,EDropCoin::None,0,0,FALSE
N3004_Shard,591,BoonsLore,14,Stonemask,1,14,None,0,0,MeltingSkull,1,15,MeltedBone,1,25,EDropCoin::None,0,0,FALSE
N3029_Shard,594,SummonButt,13,None,0,0,None,0,0,Batfang,1,15,BatFeather,1,25,EDropCoin::None,0,0,FALSE
N3073_Shard,595,SummonGilemund,14,WolfBalt,1,11,None,0,0,DemonDogFang,1,15,DemonDogSkin,1,20,EDropCoin::None,0,0,FALSE
N3105_Shard,596,HelleTicalGrinder,14,OutsiderKnightSword,1,12,Scalearmor,1,14,Steel,1,15,Iron,1,20,EDropCoin::None,0,0,FALSE
N3080_Shard,597,SwordMastery,14,Obsidian,1,15,LongSword,1,18,Steel,1,18,ManeLion,1,22,EDropCoin::None,0,0,FALSE
N3066_Shard,600,EntangleBind,14,DaturaLeaf,1,16,MocoOil,1,22,MocoOnion,1,22,Hemp,1,18,EDropCoin::None,0,0,FALSE
N3042_Shard,601,Releasetoade,13,None,0,0,None,0,0,ToadHeart,1,12,Poisontoadeye,1,18,EDropCoin::None,0,0,FALSE
N3065_Shard,602,SummonYorkton,14,Tonkatsu,1,11,YorktonMeat,1,22,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
N3011_Shard,603,StraightArrow,14,ArmorPiercing,5,13,Hollowpoint,3,22,Cotton,1,15,DemonCloth,1,22,EDropCoin::None,0,0,FALSE
N3091_Shard,604,FamiliaCarabos,14,FaerieElixir,1,14,FaerieMedicine,1,18,None,0,0,FairyPowder,1,20,EDropCoin::None,0,0,FALSE
N3034_Shard,605,SummonApe,13,None,0,0,Ring,1,20,MonkeyFur,1,18,Toadfluid,1,20,EDropCoin::None,0,0,FALSE
N3075_Shard,606,CraftMastery,12,Rennet,1,25,ZaganMeat,1,18,MilkofZagan,1,18,Chicomecoatlhorn,1,22,EDropCoin::None,0,0,FALSE
N3100_Shard,609,GratefulAssist,14,None,0,0,Alkhahest,1,20,None,0,0,OakLumber,1,20,EDropCoin::None,0,0,FALSE
N3104_Shard,610,Acidgouache,14,CurryPowder,1,13,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
N3053_Shard,611,Petrey,14,None,0,0,Stonethaw,1,20,Obsidian,1,18,Gargoyledebris,1,20,EDropCoin::None,0,0,FALSE
N3079_Shard,612,KnifeMastery,14,WalalSoulimo,1,14,None,0,0,None,0,0,SharpRazor,1,20,EDropCoin::None,0,0,FALSE
N3055_Shard,613,INTEnhance,15,None,0,0,None,0,0,BelialHeart,1,14,Devilsfang,1,20,EDropCoin::None,0,0,FALSE
N3001_Shard,614,SummonBuell,14,Cocoa,1,12,None,0,0,Ivory,1,15,Buerfur,1,20,EDropCoin::None,0,0,FALSE
N3116_Shard,615,LigaStreyma,15,CatEars,1,16,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
N3082_Shard,618,SummonBugs,14,Poison,1,15,Mithridate,1,20,TytaniaPoisonedNeedle,1,13,Mimicshell,1,16,EDropCoin::None,0,0,FALSE
N3090_Shard,619,SummonDurahanMaHead,12,None,0,0,DurahanMaherm,1,15,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
N3084_Shard,620,SummonBuell,15,None,0,0,Ironbreastplate,1,18,Ruby,1,15,Steel,1,18,EDropCoin::None,0,0,FALSE
N2002_Shard,621,Beastguard,15,WolfHood,1,16,Felt,1,22,Wolfclaw,1,18,Wolfmanfur,1,22,EDropCoin::None,0,0,FALSE
N3064_Shard,624,CircleRipper,15,None,0,0,None,0,0,None,0,0,Decarabialeather,1,18,EDropCoin::None,0,0,FALSE
N3010_Shard,625,Shovelshooter,14,Shovelarmorsarmor,1,13,Excavator,1,16,Sapphire,1,15,Steel,1,20,EDropCoin::None,0,0,FALSE
N3033_Shard,628,ResistThunder,14,None,0,0,None,0,0,Emerald,1,15,None,0,0,EDropCoin::None,0,0,FALSE
N3017_Shard,629,GunMastery,15,None,0,0,None,0,0,OakLumber,1,14,Iron,1,18,EDropCoin::None,0,0,FALSE
N3063_Shard,630,FamiliaDantalion,14,None,0,0,None,0,0,DevilBookPaperStrip,1,16,DevilBookLeather,1,18,EDropCoin::None,0,0,FALSE
N3103_Shard,631,Sacredshade,14,FireWhip,1,14,Lemon,1,18,Ruby,1,15,None,0,0,EDropCoin::None,0,0,FALSE
N3099_Shard,634,ResistPetri,12,Halper,1,13,Stonethaw,1,20,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
N3008_Shard,635,TepesOsius,14,G-LabolasFilet,1,15,Strawberry,1,20,MonsterBirdHair,1,16,ThunderbirdFeathers,1,18,EDropCoin::None,0,0,FALSE
N3111_Shard,636,Aimingshield,15,Steelbreastplate,1,14,MeltedBone,1,22,Jeneralskull,1,15,Silver,1,20,EDropCoin::None,0,0,FALSE
N3058_Shard,639,ChangeBunny,14,None,0,0,None,0,0,Lilimtail,1,15,Lilimear,1,18,EDropCoin::None,0,0,FALSE
N3019_Shard,640,ShootingDagger,14,AssassinsRing,1,13,Assassinvest,1,15,None,0,0,Assasincloth,1,18,EDropCoin::None,0,0,FALSE
N2009_Shard,641,DragonicRage,15,None,0,0,DragonsEgg,1,15,Dragonclaw,1,15,Dragonscales,1,18,EDropCoin::None,0,0,FALSE
N3025_Shard,642,Resistcurse,22,None,0,0,None,0,0,None,0,0,Platinum,1,25,EDropCoin::None,0,0,FALSE
N3043_Shard,645,ResistPoison,13,Poison,1,14,Mithridate,1,18,Evileye,1,15,ToadHeart,1,18,EDropCoin::None,0,0,FALSE
N3092_Shard,646,Healing,14,Stinger,1,14,None,0,0,Dineseawing,1,15,TytaniaPoisonedNeedle,1,18,EDropCoin::None,0,0,FALSE
N3024_Shard,647,BaudRideBlast,14,None,0,0,Gunpowder,1,20,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
N3070_Shard,648,Moneyispower,14,None,0,0,None,0,0,DamascusSteel,1,15,Mimicshell,1,18,EDropCoin::None,0,0,FALSE
N3114_Shard,649,ResistBrow,15,None,0,0,None,0,0,DamascusSteel,1,15,Devilsfang,1,18,EDropCoin::None,0,0,FALSE
N3072_Shard,652,SummonChair,15,None,0,0,None,0,0,Mimicchairdebris,1,15,WalnutLumber,1,18,EDropCoin::None,0,0,FALSE
N3012_Shard,653,ChaseArrow,14,Trador,1,14,Gunpowder,1,20,None,0,0,Lerajecloth,1,22,EDropCoin::None,0,0,FALSE
N3052_Shard,654,FamiliaBradBringer,14,None,0,0,None,0,0,deathBringerDebris,1,15,Silver,1,18,EDropCoin::None,0,0,FALSE
N3085_Shard,655,SpearMastery,14,None,0,0,Partizan,1,18,DamascusSteel,1,18,Silver,1,22,EDropCoin::None,0,0,FALSE
N3109_Shard,656,Upbeatheat,14,Smoothie,1,14,SilverTiara,1,18,Lamastutear,1,15,Strawberry,1,22,EDropCoin::None,0,0,FALSE
N3037_Shard,657,FamiliaBuell,14,None,0,0,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
N3077_Shard,660,KickMastery,14,UnicornRing,1,12,Felt,1,20,Gamiginhair,1,15,Gamiginhoof,1,18,EDropCoin::None,0,0,FALSE
N3093_Shard,661,MNDEnhance,14,ribbon,1,14,None,0,0,Tytaniawing,1,15,FairyPowder,1,18,EDropCoin::None,0,0,FALSE
N3110_Shard,662,ThrowAxe,14,Valdish,1,14,Platinum,1,15,Mithril,1,20,DamascusSteel,1,22,EDropCoin::None,0,0,FALSE
N3121_Shard,663,Zombie8Bit,14,None,0,0,32BitCoin,1,12,16BitCoin,1,18,8BitCoin,1,25,EDropCoin::None,0,0,FALSE
N3122_Shard,664,Ghost8Bit,14,None,0,0,32BitCoin,1,12,16BitCoin,1,18,8BitCoin,1,25,EDropCoin::None,0,0,FALSE
N2015_Shard,665,Nightmare8Bit,50,Medal022,1,18,32BitCoin,1,12,16BitCoin,1,18,8BitCoin,1,25,EDropCoin::None,0,0,FALSE
N3124_Shard,666,EightBitFire,14,None,0,0,32BitCoin,1,12,16BitCoin,1,18,8BitCoin,1,25,EDropCoin::None,0,0,FALSE
N3102_Shard,669,ResistHorley,14,None,0,0,None,0,0,Diamond,1,10.5,Obsidian,1,20,EDropCoin::None,0,0,FALSE
N3009_Shard,670,optimizer,14,G-LabolasFilet,1,15,Apple,1,18,WindFeathers,1,15,MonsterBirdTears,1,25,EDropCoin::None,0,0,FALSE
N3087_Shard,671,Deadhowling,14,Cursering,1,14,None,0,0,Cyhyraethtear,1,15,Lerajecloth,1,18,EDropCoin::None,0,0,FALSE
N3098_Shard,674,Resistedge,14,None,0,0,Clam,1,18,None,0,0,Misteriousfluid,1,20,EDropCoin::None,0,0,FALSE
N3078_Shard,675,VaIsha,14,ForneusFilet,1,18,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
N3022_Shard,676,Aquastream,20,None,0,0,DeeseamaFilet,1,18,Decimaleather,1,14,Misteriousfluid,1,18,EDropCoin::None,0,0,FALSE
N3044_Shard,677,SamonSamHiggin,14,None,0,0,None,0,0,Toadwing,1,15,ToadHeart,1,20,EDropCoin::None,0,0,FALSE
N3076_Shard,678,Submariner,15,Aimur,1,14,None,0,0,Glashtynhair,1,15,Glashtynhoof,1,20,EDropCoin::None,0,0,FALSE
N3089_Shard,679,Detectiveeye,14,None,0,0,None,0,0,None,0,0,SeekerEye,1,20,EDropCoin::None,0,0,FALSE
N3056_Shard,680,Wisdomwords,15,EligosHeart,1,14,Gusionfang,1,20,DevilRoyalTail,1,22,None,0,0,EDropCoin::None,0,0,FALSE
N3014_Shard,683,CurseDray,15,None,0,0,None,0,0,Ectoplasm,1,20,Alkhahest,2,22,EDropCoin::None,0,0,FALSE
N3002_Shard,684,CONEnhance,14,Silk,1,15,Felt,1,20,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
N3112_Shard,685,TissLeif,14,Ambrosia,1,16,FireWhip,1,20,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
N3115_Shard,686,ResistBrow,15,Silk,1,15,Gusionfang,1,18,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
N2010_Shard,687,Resistthrust,15,Clystal,1,18,None,0,0,Dragonbone,1,15,None,0,0,EDropCoin::None,0,0,FALSE
