Key,Value/CheatCode,Value/CheatEffect,Value/Option1,Value/Option2
2PastaCarbonara,2PastaCarbonara,EPBCheatCommandType::AddItem,PastaCarbonara,2
2PastaVongole,2PastaVongole,EPBCheatCommandType::AddItem,PastaVongole,2
2SeaUrchinPasta,2SeaUrchinPasta,EPBCheatCommandType::AddItem,SeaUrchinPasta,2
2SaltRamen,2SaltRamen,EPBCheatCommandType::AddItem,SaltRamen,2
2SoyRamen,2SoyRamen,EPBCheatCommandType::AddItem,SoyRamen,2
2TonkotsuRamen,2TonkotsuRamen,EPBCheatCommandType::AddItem,TonkotsuRamen,2
2MisoRamen,2MisoRamen,EPBCheatCommandType::AddItem,MisoRamen,2
2ChickenCasserole,2ChickenCasserole,EPBCheatCommandType::AddItem,ChickenCasserole,2
2GarlicChicken,2GarlicChicken,EPBCheatCommandType::AddItem,GarlicChicken,2
2ChickenSauté,2ChickenSauté,EPBCheatCommandType::AddItem,ChickenSauté,2
2GingerPork,2GingerPork,EPBCheatCommandType::AddItem,GingerPork,2
2Tonkatsu,2Tonkatsu,EPBCheatCommandType::AddItem,Tonkatsu,2
2Sukiyaki,2Sukiyaki,EPBCheatCommandType::AddItem,Sukiyaki,2
2MisoCutlet,2MisoCutlet,EPBCheatCommandType::AddItem,MisoCutlet,2
2Steak,2Steak,EPBCheatCommandType::AddItem,Steak,2
2ExquisiteSteak,2ExquisiteSteak,EPBCheatCommandType::AddItem,ExquisiteSteak,2
2MeatHotPot,2MeatHotPot,EPBCheatCommandType::AddItem,MeatHotPot,2
2Curry&Rice,2Curry&Rice,EPBCheatCommandType::AddItem,Curry&Rice,2
2PorkCurry,2PorkCurry,EPBCheatCommandType::AddItem,PorkCurry,2
2ChickenCurry,2ChickenCurry,EPBCheatCommandType::AddItem,ChickenCurry,2
2SeafoodCurry,2SeafoodCurry,EPBCheatCommandType::AddItem,SeafoodCurry,2
2BeefCurry,2BeefCurry,EPBCheatCommandType::AddItem,BeefCurry,2
2ApplePie,2ApplePie,EPBCheatCommandType::AddItem,ApplePie,2
2LemonPie,2LemonPie,EPBCheatCommandType::AddItem,LemonPie,2
2StrawberryPie,2StrawberryPie,EPBCheatCommandType::AddItem,StrawberryPie,2
2Manju,2Manju,EPBCheatCommandType::AddItem,Manju,2
2Cookies,2Cookies,EPBCheatCommandType::AddItem,Cookies,2
2ChocolateCookies,2ChocolateCookies,EPBCheatCommandType::AddItem,ChocolateCookies,2
2CinnamonCookies,2CinnamonCookies,EPBCheatCommandType::AddItem,CinnamonCookies,2
2Flan,2Flan,EPBCheatCommandType::AddItem,Flan,2
2SpongeCake,2SpongeCake,EPBCheatCommandType::AddItem,SpongeCake,2
2ChiffonCake,2ChiffonCake,EPBCheatCommandType::AddItem,ChiffonCake,2
2CheeseCake,2CheeseCake,EPBCheatCommandType::AddItem,CheeseCake,2
2ChocolateCrepe,2ChocolateCrepe,EPBCheatCommandType::AddItem,ChocolateCrepe,2
2ChocolateCake,2ChocolateCake,EPBCheatCommandType::AddItem,ChocolateCake,2
2StrawberryCake,2StrawberryCake,EPBCheatCommandType::AddItem,StrawberryCake,2
2StrawberryCrepe,2StrawberryCrepe,EPBCheatCommandType::AddItem,StrawberryCrepe,2
2BerrySpaghetti,2BerrySpaghetti,EPBCheatCommandType::AddItem,BerrySpaghetti,2
2ShirukoSpaghetti,2ShirukoSpaghetti,EPBCheatCommandType::AddItem,ShirukoSpaghetti,2
2Lemonade,2Lemonade,EPBCheatCommandType::AddItem,Lemonade,2
2AppleJuice,2AppleJuice,EPBCheatCommandType::AddItem,AppleJuice,2
2StrawberryAuLait,2StrawberryAuLait,EPBCheatCommandType::AddItem,StrawberryAuLait,2
2Smoothie,2Smoothie,EPBCheatCommandType::AddItem,Smoothie,2
2FruitJuice,2FruitJuice,EPBCheatCommandType::AddItem,FruitJuice,2
2Nectar,2Nectar,EPBCheatCommandType::AddItem,Nectar,2
2DarkMatter,2DarkMatter,EPBCheatCommandType::AddItem,DarkMatter,2
2SeedCorn,2SeedCorn,EPBCheatCommandType::AddItem,SeedCorn,2
2SeedRice,2SeedRice,EPBCheatCommandType::AddItem,SeedRice,2
2SeedPotato,2SeedPotato,EPBCheatCommandType::AddItem,SeedPotato,2
2ShipMap,2ShipMap,EPBCheatCommandType::AddItem,ShipMap,2
2Certificationboard,2Certificationboard,EPBCheatCommandType::AddItem,Certificationboard,2
2IDphoto,2IDphoto,EPBCheatCommandType::AddItem,IDphoto,2
2Silverbromide,2Silverbromide,EPBCheatCommandType::AddItem,Silverbromide,2
2Keyofbacker1,2Keyofbacker1,EPBCheatCommandType::AddItem,Keyofbacker1,2
2Keyofbacker2,2Keyofbacker2,EPBCheatCommandType::AddItem,Keyofbacker2,2
2Keyofbacker3,2Keyofbacker3,EPBCheatCommandType::AddItem,Keyofbacker3,2
2Keyofbacker4,2Keyofbacker4,EPBCheatCommandType::AddItem,Keyofbacker4,2
2Worldfashionfirstissue,2Worldfashionfirstissue,EPBCheatCommandType::AddItem,Worldfashionfirstissue,2
2WorldfashionNo02,2WorldfashionNo02,EPBCheatCommandType::AddItem,WorldfashionNo02,2
2WorldfashionNo03,2WorldfashionNo03,EPBCheatCommandType::AddItem,WorldfashionNo03,2
2WorldfashionNo04,2WorldfashionNo04,EPBCheatCommandType::AddItem,WorldfashionNo04,2
2WorldfashionNo05,2WorldfashionNo05,EPBCheatCommandType::AddItem,WorldfashionNo05,2
2WorldfashionNo06,2WorldfashionNo06,EPBCheatCommandType::AddItem,WorldfashionNo06,2
2WorldfashionNo07,2WorldfashionNo07,EPBCheatCommandType::AddItem,WorldfashionNo07,2
2WorldfashionNo08,2WorldfashionNo08,EPBCheatCommandType::AddItem,WorldfashionNo08,2
2WorldfashionNo09,2WorldfashionNo09,EPBCheatCommandType::AddItem,WorldfashionNo09,2
2WorldfashionNo10,2WorldfashionNo10,EPBCheatCommandType::AddItem,WorldfashionNo10,2
2WorldfashionNo11,2WorldfashionNo11,EPBCheatCommandType::AddItem,WorldfashionNo11,2
2WorldfashionNo12,2WorldfashionNo12,EPBCheatCommandType::AddItem,WorldfashionNo12,2
2VillageKey,2VillageKey,EPBCheatCommandType::AddItem,VillageKey,2
2ItemRecipe001,2ItemRecipe001,EPBCheatCommandType::AddItem,ItemRecipe001,2
2ItemRecipe002,2ItemRecipe002,EPBCheatCommandType::AddItem,ItemRecipe002,2
2ItemRecipe003,2ItemRecipe003,EPBCheatCommandType::AddItem,ItemRecipe003,2
2BalletRecipe001,2BalletRecipe001,EPBCheatCommandType::AddItem,BalletRecipe001,2
2BalletRecipe002,2BalletRecipe002,EPBCheatCommandType::AddItem,BalletRecipe002,2
2BalletRecipe003,2BalletRecipe003,EPBCheatCommandType::AddItem,BalletRecipe003,2
2BalletRecipe004,2BalletRecipe004,EPBCheatCommandType::AddItem,BalletRecipe004,2
2ArmsRecipe003,2ArmsRecipe003,EPBCheatCommandType::AddItem,ArmsRecipe003,2
2ArmsRecipe004,2ArmsRecipe004,EPBCheatCommandType::AddItem,ArmsRecipe004,2
2ArmsRecipe005,2ArmsRecipe005,EPBCheatCommandType::AddItem,ArmsRecipe005,2
2ArmsRecipe007,2ArmsRecipe007,EPBCheatCommandType::AddItem,ArmsRecipe007,2
2ArmsRecipe009,2ArmsRecipe009,EPBCheatCommandType::AddItem,ArmsRecipe009,2
2ArmsRecipe012,2ArmsRecipe012,EPBCheatCommandType::AddItem,ArmsRecipe012,2
2ArmsRecipe018,2ArmsRecipe018,EPBCheatCommandType::AddItem,ArmsRecipe018,2
2ArmsRecipe019,2ArmsRecipe019,EPBCheatCommandType::AddItem,ArmsRecipe019,2
2ArmsRecipe020,2ArmsRecipe020,EPBCheatCommandType::AddItem,ArmsRecipe020,2
2DishRecipe002,2DishRecipe002,EPBCheatCommandType::AddItem,DishRecipe002,2
2DishRecipe003,2DishRecipe003,EPBCheatCommandType::AddItem,DishRecipe003,2
2DishRecipe004,2DishRecipe004,EPBCheatCommandType::AddItem,DishRecipe004,2
2DishRecipe005,2DishRecipe005,EPBCheatCommandType::AddItem,DishRecipe005,2
2DishRecipe006,2DishRecipe006,EPBCheatCommandType::AddItem,DishRecipe006,2
2DishRecipe007,2DishRecipe007,EPBCheatCommandType::AddItem,DishRecipe007,2
2DishRecipe008,2DishRecipe008,EPBCheatCommandType::AddItem,DishRecipe008,2
2DishRecipe010,2DishRecipe010,EPBCheatCommandType::AddItem,DishRecipe010,2
2DishRecipe011,2DishRecipe011,EPBCheatCommandType::AddItem,DishRecipe011,2
2DishRecipe014,2DishRecipe014,EPBCheatCommandType::AddItem,DishRecipe014,2
2DishRecipe015,2DishRecipe015,EPBCheatCommandType::AddItem,DishRecipe015,2
2DiscountCard,2DiscountCard,EPBCheatCommandType::AddItem,DiscountCard,2
2Bookofstiffness,2Bookofstiffness,EPBCheatCommandType::AddItem,Bookofstiffness,2
2Abookofwisemen,2Abookofwisemen,EPBCheatCommandType::AddItem,Abookofwisemen,2
2GuardiansBook,2GuardiansBook,EPBCheatCommandType::AddItem,GuardiansBook,2
2Bookoffaith,2Bookoffaith,EPBCheatCommandType::AddItem,Bookoffaith,2
2BookofFortune,2BookofFortune,EPBCheatCommandType::AddItem,BookofFortune,2
2BookofFury,2BookofFury,EPBCheatCommandType::AddItem,BookofFury,2
2Bookofwinter,2Bookofwinter,EPBCheatCommandType::AddItem,Bookofwinter,2
2Heatresistantbook,2Heatresistantbook,EPBCheatCommandType::AddItem,Heatresistantbook,2
2LightningProtectionBook,2LightningProtectionBook,EPBCheatCommandType::AddItem,LightningProtectionBook,2
2Bookoflatency,2Bookoflatency,EPBCheatCommandType::AddItem,Bookoflatency,2
2ShadingBook,2ShadingBook,EPBCheatCommandType::AddItem,ShadingBook,2
2Bookoffossilstone,2Bookoffossilstone,EPBCheatCommandType::AddItem,Bookoffossilstone,2
2Bookofdetoxification,2Bookofdetoxification,EPBCheatCommandType::AddItem,Bookofdetoxification,2
2TheBookofMonster,2TheBookofMonster,EPBCheatCommandType::AddItem,TheBookofMonster,2
2BookoftheMighty,2BookoftheMighty,EPBCheatCommandType::AddItem,BookoftheMighty,2
2Abookofthegale,2Abookofthegale,EPBCheatCommandType::AddItem,Abookofthegale,2
2BookofTactics,2BookofTactics,EPBCheatCommandType::AddItem,BookofTactics,2
2Bookofexercise,2Bookofexercise,EPBCheatCommandType::AddItem,Bookofexercise,2
2Bookofthechampion,2Bookofthechampion,EPBCheatCommandType::AddItem,Bookofthechampion,2
2Bookofthefollower,2Bookofthefollower,EPBCheatCommandType::AddItem,Bookofthefollower,2
2BookofDevils,2BookofDevils,EPBCheatCommandType::AddItem,BookofDevils,2
2Bullet_Defaultbullet,2Bullet_Defaultbullet,EPBCheatCommandType::AddItem,Bullet_Defaultbullet,2
2Softpoint,2Softpoint,EPBCheatCommandType::AddItem,Softpoint,2
2Hollowpoint,2Hollowpoint,EPBCheatCommandType::AddItem,Hollowpoint,2
2ArmorPiercing,2ArmorPiercing,EPBCheatCommandType::AddItem,ArmorPiercing,2
2Firebullet,2Firebullet,EPBCheatCommandType::AddItem,Firebullet,2
2Icebullet,2Icebullet,EPBCheatCommandType::AddItem,Icebullet,2
2ThunderRounds,2ThunderRounds,EPBCheatCommandType::AddItem,ThunderRounds,2
2SilverBullets,2SilverBullets,EPBCheatCommandType::AddItem,SilverBullets,2
2WeaponbaneRounds,2WeaponbaneRounds,EPBCheatCommandType::AddItem,WeaponbaneRounds,2
2ShieldbaneRounds,2ShieldbaneRounds,EPBCheatCommandType::AddItem,ShieldbaneRounds,2
2PoisonRounds,2PoisonRounds,EPBCheatCommandType::AddItem,PoisonRounds,2
2PetrifyingRounds,2PetrifyingRounds,EPBCheatCommandType::AddItem,PetrifyingRounds,2
2CurseRounds,2CurseRounds,EPBCheatCommandType::AddItem,CurseRounds,2
2Shotshell,2Shotshell,EPBCheatCommandType::AddItem,Shotshell,2
2CriticalBullet,2CriticalBullet,EPBCheatCommandType::AddItem,CriticalBullet,2
2DiamondBullets,2DiamondBullets,EPBCheatCommandType::AddItem,DiamondBullets,2
2Recklesslimb,2Recklesslimb,EPBCheatCommandType::AddItem,Recklesslimb,2
2SharpRazor,2SharpRazor,EPBCheatCommandType::AddItem,SharpRazor,2
2DevilBookPaperStrip,2DevilBookPaperStrip,EPBCheatCommandType::AddItem,DevilBookPaperStrip,2
2deathBringerDebris,2deathBringerDebris,EPBCheatCommandType::AddItem,deathBringerDebris,2
2Mimicchairdebris,2Mimicchairdebris,EPBCheatCommandType::AddItem,Mimicchairdebris,2
2MonsterBirdTears,2MonsterBirdTears,EPBCheatCommandType::AddItem,MonsterBirdTears,2
2Cyhyraethtear,2Cyhyraethtear,EPBCheatCommandType::AddItem,Cyhyraethtear,2
2Lamastutear,2Lamastutear,EPBCheatCommandType::AddItem,Lamastutear,2
2Giantratteeth,2Giantratteeth,EPBCheatCommandType::AddItem,Giantratteeth,2
2Batfang,2Batfang,EPBCheatCommandType::AddItem,Batfang,2
2DemonDogFang,2DemonDogFang,EPBCheatCommandType::AddItem,DemonDogFang,2
2Ivory,2Ivory,EPBCheatCommandType::AddItem,Ivory,2
2Devilsfang,2Devilsfang,EPBCheatCommandType::AddItem,Devilsfang,2
2Gusionfang,2Gusionfang,EPBCheatCommandType::AddItem,Gusionfang,2
2Marbasfang,2Marbasfang,EPBCheatCommandType::AddItem,Marbasfang,2
2Gieremundfang,2Gieremundfang,EPBCheatCommandType::AddItem,Gieremundfang,2
2Wolfclaw,2Wolfclaw,EPBCheatCommandType::AddItem,Wolfclaw,2
2Dragonclaw,2Dragonclaw,EPBCheatCommandType::AddItem,Dragonclaw,2
2Apenail,2Apenail,EPBCheatCommandType::AddItem,Apenail,2
2Chicomecoatlhorn,2Chicomecoatlhorn,EPBCheatCommandType::AddItem,Chicomecoatlhorn,2
2Gaaphorn,2Gaaphorn,EPBCheatCommandType::AddItem,Gaaphorn,2
2Gamiginhoof,2Gamiginhoof,EPBCheatCommandType::AddItem,Gamiginhoof,2
2Glashtynhoof,2Glashtynhoof,EPBCheatCommandType::AddItem,Glashtynhoof,2
2MeltedBone,2MeltedBone,EPBCheatCommandType::AddItem,MeltedBone,2
2Dragonbone,2Dragonbone,EPBCheatCommandType::AddItem,Dragonbone,2
2Knightbone,2Knightbone,EPBCheatCommandType::AddItem,Knightbone,2
2Bloodybone,2Bloodybone,EPBCheatCommandType::AddItem,Bloodybone,2
2MeltingSkull,2MeltingSkull,EPBCheatCommandType::AddItem,MeltingSkull,2
2Jeneralskull,2Jeneralskull,EPBCheatCommandType::AddItem,Jeneralskull,2
2Warriorskull,2Warriorskull,EPBCheatCommandType::AddItem,Warriorskull,2
2Bloodyskull,2Bloodyskull,EPBCheatCommandType::AddItem,Bloodyskull,2
2Mimicshell,2Mimicshell,EPBCheatCommandType::AddItem,Mimicshell,2
2Dethtrapshell,2Dethtrapshell,EPBCheatCommandType::AddItem,Dethtrapshell,2
2CannonDebris,2CannonDebris,EPBCheatCommandType::AddItem,CannonDebris,2
2Gargoyledebris,2Gargoyledebris,EPBCheatCommandType::AddItem,Gargoyledebris,2
2Gamiginhair,2Gamiginhair,EPBCheatCommandType::AddItem,Gamiginhair,2
2Glashtynhair,2Glashtynhair,EPBCheatCommandType::AddItem,Glashtynhair,2
2ManeLion,2ManeLion,EPBCheatCommandType::AddItem,ManeLion,2
2Marbasmane,2Marbasmane,EPBCheatCommandType::AddItem,Marbasmane,2
2MonsterBirdHair,2MonsterBirdHair,EPBCheatCommandType::AddItem,MonsterBirdHair,2
2ThunderbirdFeathers,2ThunderbirdFeathers,EPBCheatCommandType::AddItem,ThunderbirdFeathers,2
2WindFeathers,2WindFeathers,EPBCheatCommandType::AddItem,WindFeathers,2
2Haagentifeather,2Haagentifeather,EPBCheatCommandType::AddItem,Haagentifeather,2
2BatFeather,2BatFeather,EPBCheatCommandType::AddItem,BatFeather,2
2Toadwing,2Toadwing,EPBCheatCommandType::AddItem,Toadwing,2
2Gaapwing,2Gaapwing,EPBCheatCommandType::AddItem,Gaapwing,2
2Giantrattail,2Giantrattail,EPBCheatCommandType::AddItem,Giantrattail,2
2DevilRoyalTail,2DevilRoyalTail,EPBCheatCommandType::AddItem,DevilRoyalTail,2
2Lilimtail,2Lilimtail,EPBCheatCommandType::AddItem,Lilimtail,2
2Lamastutail,2Lamastutail,EPBCheatCommandType::AddItem,Lamastutail,2
2Lilimear,2Lilimear,EPBCheatCommandType::AddItem,Lilimear,2
2Dineseawing,2Dineseawing,EPBCheatCommandType::AddItem,Dineseawing,2
2Tytaniawing,2Tytaniawing,EPBCheatCommandType::AddItem,Tytaniawing,2
2FairyPowder,2FairyPowder,EPBCheatCommandType::AddItem,FairyPowder,2
2TytaniaPoisonedNeedle,2TytaniaPoisonedNeedle,EPBCheatCommandType::AddItem,TytaniaPoisonedNeedle,2
2Dragonscales,2Dragonscales,EPBCheatCommandType::AddItem,Dragonscales,2
2Abyssguardianbastard,2Abyssguardianbastard,EPBCheatCommandType::AddItem,Abyssguardianbastard,2
2DemonCloth,2DemonCloth,EPBCheatCommandType::AddItem,DemonCloth,2
2Assasincloth,2Assasincloth,EPBCheatCommandType::AddItem,Assasincloth,2
2Lerajecloth,2Lerajecloth,EPBCheatCommandType::AddItem,Lerajecloth,2
2Ninjacloth,2Ninjacloth,EPBCheatCommandType::AddItem,Ninjacloth,2
2DemonDogSkin,2DemonDogSkin,EPBCheatCommandType::AddItem,DemonDogSkin,2
2MonkeyFur,2MonkeyFur,EPBCheatCommandType::AddItem,MonkeyFur,2
2Buerfur,2Buerfur,EPBCheatCommandType::AddItem,Buerfur,2
2Wolfmanfur,2Wolfmanfur,EPBCheatCommandType::AddItem,Wolfmanfur,2
2Decarabialeather,2Decarabialeather,EPBCheatCommandType::AddItem,Decarabialeather,2
2DevilBookLeather,2DevilBookLeather,EPBCheatCommandType::AddItem,DevilBookLeather,2
2Decimaleather,2Decimaleather,EPBCheatCommandType::AddItem,Decimaleather,2
2Silverwolffur,2Silverwolffur,EPBCheatCommandType::AddItem,Silverwolffur,2
2Gusionfur,2Gusionfur,EPBCheatCommandType::AddItem,Gusionfur,2
2Poisontoadeye,2Poisontoadeye,EPBCheatCommandType::AddItem,Poisontoadeye,2
2Evileye,2Evileye,EPBCheatCommandType::AddItem,Evileye,2
2SeekerEye,2SeekerEye,EPBCheatCommandType::AddItem,SeekerEye,2
2DevilRoyalEyeball,2DevilRoyalEyeball,EPBCheatCommandType::AddItem,DevilRoyalEyeball,2
2ToadHeart,2ToadHeart,EPBCheatCommandType::AddItem,ToadHeart,2
2BelialHeart,2BelialHeart,EPBCheatCommandType::AddItem,BelialHeart,2
2EligosHeart,2EligosHeart,EPBCheatCommandType::AddItem,EligosHeart,2
2AbyssguardianHeart,2AbyssguardianHeart,EPBCheatCommandType::AddItem,AbyssguardianHeart,2
2MurmurHeart,2MurmurHeart,EPBCheatCommandType::AddItem,MurmurHeart,2
2Toadfluid,2Toadfluid,EPBCheatCommandType::AddItem,Toadfluid,2
2Misteriousfluid,2Misteriousfluid,EPBCheatCommandType::AddItem,Misteriousfluid,2
2SwingTentacle,2SwingTentacle,EPBCheatCommandType::AddItem,SwingTentacle,2
2Bloodsteel,2Bloodsteel,EPBCheatCommandType::AddItem,Bloodsteel,2
2Ceruleansplash,2Ceruleansplash,EPBCheatCommandType::AddItem,Ceruleansplash,2
2Raginggirl,2Raginggirl,EPBCheatCommandType::AddItem,Raginggirl,2
2Headfail,2Headfail,EPBCheatCommandType::AddItem,Headfail,2
2SummonAme,2SummonAme,EPBCheatCommandType::AddItem,SummonAme,2
2SummonButt,2SummonButt,EPBCheatCommandType::AddItem,SummonButt,2
2SummonApe,2SummonApe,EPBCheatCommandType::AddItem,SummonApe,2
2SummonGilemund,2SummonGilemund,EPBCheatCommandType::AddItem,SummonGilemund,2
2Shovelshooter,2Shovelshooter,EPBCheatCommandType::AddItem,Shovelshooter,2
2SamonSamHiggin,2SamonSamHiggin,EPBCheatCommandType::AddItem,SamonSamHiggin,2
2SummonBuell,2SummonBuell,EPBCheatCommandType::AddItem,SummonBuell,2
2SummonBugs,2SummonBugs,EPBCheatCommandType::AddItem,SummonBugs,2
2SummonChair,2SummonChair,EPBCheatCommandType::AddItem,SummonChair,2
2SummonTracer,2SummonTracer,EPBCheatCommandType::AddItem,SummonTracer,2
2HiddenDart,2HiddenDart,EPBCheatCommandType::AddItem,HiddenDart,2
2RapidSpear,2RapidSpear,EPBCheatCommandType::AddItem,RapidSpear,2
2Deadhowling,2Deadhowling,EPBCheatCommandType::AddItem,Deadhowling,2
2DragonicRage,2DragonicRage,EPBCheatCommandType::AddItem,DragonicRage,2
2AxStrike,2AxStrike,EPBCheatCommandType::AddItem,AxStrike,2
2GratefulAssist,2GratefulAssist,EPBCheatCommandType::AddItem,GratefulAssist,2
2Upbeatheat,2Upbeatheat,EPBCheatCommandType::AddItem,Upbeatheat,2
2Toxicstorm,2Toxicstorm,EPBCheatCommandType::AddItem,Toxicstorm,2
2ThrowAxe,2ThrowAxe,EPBCheatCommandType::AddItem,ThrowAxe,2
2EntangleBind,2EntangleBind,EPBCheatCommandType::AddItem,EntangleBind,2
2Jackpot,2Jackpot,EPBCheatCommandType::AddItem,Jackpot,2
2LigaStreyma,2LigaStreyma,EPBCheatCommandType::AddItem,LigaStreyma,2
2VaIsha,2VaIsha,EPBCheatCommandType::AddItem,VaIsha,2
2VaSka,2VaSka,EPBCheatCommandType::AddItem,VaSka,2
2TepsSalenda,2TepsSalenda,EPBCheatCommandType::AddItem,TepsSalenda,2
2TissLeif,2TissLeif,EPBCheatCommandType::AddItem,TissLeif,2
2NeverSatisfied,2NeverSatisfied,EPBCheatCommandType::AddItem,NeverSatisfied,2
2Zombie8Bit,2Zombie8Bit,EPBCheatCommandType::AddItem,Zombie8Bit,2
2Ghost8Bit,2Ghost8Bit,EPBCheatCommandType::AddItem,Ghost8Bit,2
2Nightmare8Bit,2Nightmare8Bit,EPBCheatCommandType::AddItem,Nightmare8Bit,2
2HellHound,2HellHound,EPBCheatCommandType::AddItem,HellHound,2
2SummonRat,2SummonRat,EPBCheatCommandType::AddItem,SummonRat,2
2Demoniccapture,2Demoniccapture,EPBCheatCommandType::AddItem,Demoniccapture,2
2Shadowtracer,2Shadowtracer,EPBCheatCommandType::AddItem,Shadowtracer,2
2AccelWorld,2AccelWorld,EPBCheatCommandType::AddItem,AccelWorld,2
2Accelerator,2Accelerator,EPBCheatCommandType::AddItem,Accelerator,2
2Beastguard,2Beastguard,EPBCheatCommandType::AddItem,Beastguard,2
2WildScratch,2WildScratch,EPBCheatCommandType::AddItem,WildScratch,2
2Healing,2Healing,EPBCheatCommandType::AddItem,Healing,2
2Sacredshade,2Sacredshade,EPBCheatCommandType::AddItem,Sacredshade,2
2ChangeBunny,2ChangeBunny,EPBCheatCommandType::AddItem,ChangeBunny,2
2Reflectionray,2Reflectionray,EPBCheatCommandType::AddItem,Reflectionray,2
2Aquastream,2Aquastream,EPBCheatCommandType::AddItem,Aquastream,2
2Dimensionshift,2Dimensionshift,EPBCheatCommandType::AddItem,Dimensionshift,2
2InfernoBrace,2InfernoBrace,EPBCheatCommandType::AddItem,InfernoBrace,2
2Hammerknuckle,2Hammerknuckle,EPBCheatCommandType::AddItem,Hammerknuckle,2
2GoldBarrett,2GoldBarrett,EPBCheatCommandType::AddItem,GoldBarrett,2
2FireCannon,2FireCannon,EPBCheatCommandType::AddItem,FireCannon,2
2BoonsLore,2BoonsLore,EPBCheatCommandType::AddItem,BoonsLore,2
2Releasetoade,2Releasetoade,EPBCheatCommandType::AddItem,Releasetoade,2
2StraightArrow,2StraightArrow,EPBCheatCommandType::AddItem,StraightArrow,2
2CircleRipper,2CircleRipper,EPBCheatCommandType::AddItem,CircleRipper,2
2ShootingDagger,2ShootingDagger,EPBCheatCommandType::AddItem,ShootingDagger,2
2Voidlay,2Voidlay,EPBCheatCommandType::AddItem,Voidlay,2
2ChaseArrow,2ChaseArrow,EPBCheatCommandType::AddItem,ChaseArrow,2
2CurseDray,2CurseDray,EPBCheatCommandType::AddItem,CurseDray,2
2Petrey,2Petrey,EPBCheatCommandType::AddItem,Petrey,2
2Acidgouache,2Acidgouache,EPBCheatCommandType::AddItem,Acidgouache,2
2PetraBless,2PetraBless,EPBCheatCommandType::AddItem,PetraBless,2
2Venomsmog,2Venomsmog,EPBCheatCommandType::AddItem,Venomsmog,2
2HelleTicalGrinder,2HelleTicalGrinder,EPBCheatCommandType::AddItem,HelleTicalGrinder,2
2Chiselbalage,2Chiselbalage,EPBCheatCommandType::AddItem,Chiselbalage,2
2BaudRideBlast,2BaudRideBlast,EPBCheatCommandType::AddItem,BaudRideBlast,2
2Tornadoslicer,2Tornadoslicer,EPBCheatCommandType::AddItem,Tornadoslicer,2
2Aimingshield,2Aimingshield,EPBCheatCommandType::AddItem,Aimingshield,2
2RuinBeak,2RuinBeak,EPBCheatCommandType::AddItem,RuinBeak,2
2LigaDoin,2LigaDoin,EPBCheatCommandType::AddItem,LigaDoin,2
2TepesOsius,2TepesOsius,EPBCheatCommandType::AddItem,TepesOsius,2
2TissRosain,2TissRosain,EPBCheatCommandType::AddItem,TissRosain,2
2FoldShiu,2FoldShiu,EPBCheatCommandType::AddItem,FoldShiu,2
2FoldingTurb,2FoldingTurb,EPBCheatCommandType::AddItem,FoldingTurb,2
2FireThrower,2FireThrower,EPBCheatCommandType::AddItem,FireThrower,2
2SummonYorkton,2SummonYorkton,EPBCheatCommandType::AddItem,SummonYorkton,2
2EightBitFire,2EightBitFire,EPBCheatCommandType::AddItem,EightBitFire,2
2KnifeMastery,2KnifeMastery,EPBCheatCommandType::AddItem,KnifeMastery,2
2SwordMastery,2SwordMastery,EPBCheatCommandType::AddItem,SwordMastery,2
2WhipMastery,2WhipMastery,EPBCheatCommandType::AddItem,WhipMastery,2
2CraftMastery,2CraftMastery,EPBCheatCommandType::AddItem,CraftMastery,2
2KickMastery,2KickMastery,EPBCheatCommandType::AddItem,KickMastery,2
2SpearMastery,2SpearMastery,EPBCheatCommandType::AddItem,SpearMastery,2
2GunMastery,2GunMastery,EPBCheatCommandType::AddItem,GunMastery,2
2GreatSwordMastery,2GreatSwordMastery,EPBCheatCommandType::AddItem,GreatSwordMastery,2
2JapanSwordMastery,2JapanSwordMastery,EPBCheatCommandType::AddItem,JapanSwordMastery,2
2STREnhance,2STREnhance,EPBCheatCommandType::AddItem,STREnhance,2
2CONEnhance,2CONEnhance,EPBCheatCommandType::AddItem,CONEnhance,2
2INTEnhance,2INTEnhance,EPBCheatCommandType::AddItem,INTEnhance,2
2MNDEnhance,2MNDEnhance,EPBCheatCommandType::AddItem,MNDEnhance,2
2LUKEnhance,2LUKEnhance,EPBCheatCommandType::AddItem,LUKEnhance,2
2EnhancedGOLD,2EnhancedGOLD,EPBCheatCommandType::AddItem,EnhancedGOLD,2
2Resistedge,2Resistedge,EPBCheatCommandType::AddItem,Resistedge,2
2Resistthrust,2Resistthrust,EPBCheatCommandType::AddItem,Resistthrust,2
2ResistBrow,2ResistBrow,EPBCheatCommandType::AddItem,ResistBrow,2
2ResistFire,2ResistFire,EPBCheatCommandType::AddItem,ResistFire,2
2Resistice,2Resistice,EPBCheatCommandType::AddItem,Resistice,2
2ResistThunder,2ResistThunder,EPBCheatCommandType::AddItem,ResistThunder,2
2Resistdark,2Resistdark,EPBCheatCommandType::AddItem,Resistdark,2
2ResistHorley,2ResistHorley,EPBCheatCommandType::AddItem,ResistHorley,2
2Resistmagic,2Resistmagic,EPBCheatCommandType::AddItem,Resistmagic,2
2ResistPoison,2ResistPoison,EPBCheatCommandType::AddItem,ResistPoison,2
