Key,Value/Type,Value/CraftItemId,Value/CraftValue,Value/RankMin,Value/RankMax,Value/Ingredient1Id,Value/Ingredient1Total,Value/Ingredient2Id,Value/Ingredient2Total,Value/Ingredient3Id,Value/Ingredient3Total,Value/Ingredient4Id,Value/Ingredient4Total,Value/OpenKeyRecipeID,Value/openCondition,Value/openParameter,Value/firstTimeBonusSpecialEffectId,Value/Alkhahest,Value/FirstBonusType/0,Value/FirstBonusType/1,Value/FirstBonusType/2,Value/FirstBonusType/3,Value/FirstBonusType/4,Value/FirstBonusType/5,Value/FirstBonusType/6,Value/FirstBonusType/7,Value/FirstBonusType/8,Value/FirstBonusValue/0,Value/FirstBonusValue/1,Value/FirstBonusValue/2,Value/FirstBonusValue/3,Value/FirstBonusValue/4,Value/FirstBonusValue/5,Value/FirstBonusValue/6,Value/FirstBonusValue/7,Value/FirstBonusValue/8
DarkMatter,ECraftType::Craft,DarkMatter,1,0,0,Giantrattail,1,Poisontoadeye,1,Lamastutear,1,CerberaLeaf,1,None,EPBCraftRequirement::None,0,None,3,,,,,,,,,,,,,,,,,,
RiceBall,ECraftType::Craft,RiceBall,1,0,0,Paddy,1,Halite,1,None,0,None,0,None,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,10,0,0,2,0,0,0,0
FriedPotatoes,ECraftType::Craft,FriedPotatoes,1,0,0,Potato,1,Halite,1,Flour,1,MocoOil,1,None,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,0,0,0,1,0,0,0,0
CornChowder,ECraftType::Craft,CornChowder,1,0,0,Corn,1,Milk,1,Bread,1,Potato,1,None,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,0,0,0,1,0,0,0,0
AppleRisotto,ECraftType::Craft,AppleRisotto,1,0,0,Apple,1,Paddy,3,Halite,1,Pepper,1,None,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,40,0,0,0,0,0,0,0
UniDon,ECraftType::Craft,UniDon,1,0,0,Paddy,3,Uni,2,SoySauce,1,None,0,None,EPBCraftRequirement::None,1,FirstTimeBonus_Fried_Potato,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,30,0,0,0,2,0,0,0
Pizza,ECraftType::Craft,Pizza,1,0,0,PizzaDough,4,Cheese,2,None,0,None,0,None,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,0,0,0,3,0,0,0,0
FriedEgg,ECraftType::Craft,FriedEgg,1,0,0,Egg,1,MocoOil,1,Halite,1,None,0,None,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,0,0,0,0,0,1,0,0
RolledOmelette,ECraftType::Craft,RolledOmelette,1,0,0,Egg,2,Sugar,1,None,0,None,0,None,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,0,0,0,0,0,2,0,0
EggonRice,ECraftType::Craft,EggonRice,1,0,0,Egg,1,Paddy,1,SoySauce,1,None,0,None,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,20,0,0,0,0,1,0,0
ScrambledEggs,ECraftType::Craft,ScrambledEggs,1,0,0,DragonsEgg,1,MocoOil,1,Butter,1,None,0,None,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,0,0,0,0,0,1,0,0
EggSouffl̩,ECraftType::Craft,EggSouffl̩,1,0,0,DragonsEgg,1,HeavyCream,1,Sugar,1,Butter,1,None,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,0,0,0,0,0,3,0,0
Omurice,ECraftType::Craft,Omurice,1,0,0,Egg,2,Paddy,1,Tomato,1,Consomm̩,1,None,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,20,0,0,0,1,2,0,0
FriedFish,ECraftType::Craft,FriedFish,1,0,0,DragonsEgg,1,ForneusFilet,1,Flour,1,MocoOil,1,DishRecipe006,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,0,0,0,0,2,0,0,0
FishAndChips,ECraftType::Craft,FishAndChips,1,0,0,FriedFish,1,FriedPotatoes,3,None,0,None,0,DishRecipe006,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,0,0,0,0,3,0,0,0
ForneusMeuni̬re,ECraftType::Craft,ForneusMeuni̬re,1,0,0,Flour,1,ForneusFilet,1,Halite,1,Pepper,1,DishRecipe006,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,0,0,0,0,4,0,0,0
ForneusinGarlic,ECraftType::Craft,ForneusinGarlic,1,0,0,Garlic,1,Butter,1,ForneusFilet,1,Flour,1,DishRecipe006,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,1,0,0,0,1,2,0,0,0
SimmeredForneus,ECraftType::Craft,SimmeredForneus,1,0,0,ForneusFilet,1,SoySauce,1,Sugar,1,None,0,DishRecipe006,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,0,0,0,0,5,0,0,0
FishHotPot,ECraftType::Craft,FishHotPot,1,0,0,ForneusFilet,1,DeeseamaFilet,1,Consomm̩,1,SoySauce,1,DishRecipe006,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,0,0,0,0,5,0,0,1
MacaroniGratin,ECraftType::Craft,MacaroniGratin,1,0,0,WhiteSauce,1,MocoOnion,1,Pasta,2,Cheese,1,None,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,0,15,0,0,0,0,0,0
MacaroniAndCheese,ECraftType::Craft,MacaroniAndCheese,1,0,0,WhiteSauce,1,MocoOnion,1,Pasta,3,Cheese,1,None,EPBCraftRequirement::None,1,FirstTimeBonus_Fried_Potato,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,0,15,0,0,0,0,0,0
ClassicSpaghetti,ECraftType::Craft,ClassicSpaghetti,1,0,0,Tomato,1,Pasta,1,MocoOnion,3,Consomm̩,1,DishRecipe004,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,0,10,0,0,0,0,0,0
PastaCarbonara,ECraftType::Craft,PastaCarbonara,1,0,0,Pasta,1,HeavyCream,1,DragonsEgg,1,Halite,1,DishRecipe004,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,0,20,0,0,0,0,0,0
PastaVongole,ECraftType::Craft,PastaVongole,1,0,0,Pasta,4,VongoleSauce,1,DaturaLeaf,3,None,0,DishRecipe004,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,2,0,20,0,0,1,0,0,0
SeaUrchinPasta,ECraftType::Craft,SeaUrchinPasta,1,0,0,Pasta,3,Uni,2,WhiteSauce,1,Egg,1,DishRecipe004,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,0,15,0,0,2,0,0,0
SaltRamen,ECraftType::Craft,SaltRamen,1,0,0,ChineseNoodles,1,SaltBroth,1,DragonsEgg,1,CerberaLeaf,1,DishRecipe002,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,0,20,0,0,2,2,0,0
SoyRamen,ECraftType::Craft,SoyRamen,1,0,0,ChineseNoodles,1,SoyBroth,1,YorktonMeat,2,CerberaLeaf,1,DishRecipe002,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,0,20,0,4,0,4,0,0
TonkotsuRamen,ECraftType::Craft,TonkotsuRamen,1,0,0,ChineseNoodles,1,TonkotsuBroth,1,YorktonMeat,1,MocoOnion,1,DishRecipe002,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,3,0,20,0,5,0,0,0,0
MisoRamen,ECraftType::Craft,MisoRamen,1,0,0,ChineseNoodles,1,MisoBroth,1,Butter,2,Corn,5,DishRecipe002,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,3,0,20,3,0,0,3,0,0
ChickenCasserole,ECraftType::Craft,ChickenCasserole,1,0,0,WhiteSauce,1,G-LabolasFilet,1,Paddy,1,Cheese,1,DishRecipe005,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,15,0,1,0,0,1,0,0
ChickenSaut̩,ECraftType::Craft,ChickenSaut̩,1,0,0,G-LabolasFilet,2,Halite,1,Pepper,2,Butter,2,DishRecipe005,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,1,0,0,2,0,0,2,0,0
GarlicChicken,ECraftType::Craft,GarlicChicken,1,0,0,G-LabolasFilet,2,Garlic,2,Halite,2,Pepper,2,DishRecipe005,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,0,0,2,0,0,2,0,0
GingerPork,ECraftType::Craft,GingerPork,1,0,0,YorktonMeat,2,Ginger,1,SoySauce,1,MocoOil,1,DishRecipe005,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,0,0,1,4,0,0,0,0
Tonkatsu,ECraftType::Craft,Tonkatsu,1,0,0,YorktonMeat,2,Egg,2,Flour,1,MocoOil,1,DishRecipe005,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,0,0,1,4,0,0,0,0
MisoCutlet,ECraftType::Craft,MisoCutlet,1,0,0,YorktonMeat,2,DragonsEgg,1,Miso,2,MocoOil,1,DishRecipe005,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,0,0,1,4,0,0,0,0
Steak,ECraftType::Craft,Steak,1,0,0,ZaganMeat,2,Halite,1,Pepper,1,Butter,1,DishRecipe005,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,0,0,5,0,0,0,0,0
ExquisiteSteak,ECraftType::Craft,ExquisiteSteak,1,0,0,HaagentiFilet,1,Halite,1,Pepper,1,Butter,1,DishRecipe015,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,0,0,10,0,0,0,0,0
Sukiyaki,ECraftType::Craft,Sukiyaki,1,0,0,G-LabolasFilet,4,MocoOnion,4,SoySauce,2,Sugar,2,DishRecipe005,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,0,0,1,0,0,3,0,0
MeatHotPot,ECraftType::Craft,MeatHotPot,1,0,0,G-LabolasFilet,1,HaagentiFilet,1,YorktonMeat,1,SoySauce,1,DishRecipe005,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,0,0,5,5,0,5,0,0
Curry&Rice,ECraftType::Craft,Curry&Rice,1,0,0,CurrySauce,1,Paddy,1,None,0,None,0,DishRecipe003,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,40,0,0,0,0,0,0,0
PorkCurry,ECraftType::Craft,PorkCurry,1,0,0,CurrySauce,1,Paddy,1,YorktonMeat,1,None,0,DishRecipe003,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,50,0,0,8,0,0,0,0
ChickenCurry,ECraftType::Craft,ChickenCurry,1,0,0,CurrySauce,1,Paddy,1,G-LabolasFilet,3,None,0,DishRecipe003,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,50,0,0,0,0,8,0,0
SeafoodCurry,ECraftType::Craft,SeafoodCurry,1,0,0,CurrySauce,1,Paddy,1,ForneusFilet,1,None,0,DishRecipe003,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,50,0,0,0,8,0,0,0
BeefCurry,ECraftType::Craft,BeefCurry,1,0,0,CurrySauce,1,Paddy,1,ZaganMeat,1,None,0,DishRecipe014,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,50,0,8,0,0,0,0,0
ApplePie,ECraftType::Craft,ApplePie,1,0,0,Apple,2,Sugar,1,Cinnamon,3,PieDough,2,None,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,0,0,0,0,1,0,1,0
LemonPie,ECraftType::Craft,LemonPie,1,0,0,Lemon,2,Sugar,1,DragonsEgg,1,PieDough,2,None,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,0,0,0,0,1,0,1,0
StrawberryPie,ECraftType::Craft,StrawberryPie,1,0,0,Strawberry,2,Sugar,1,HeavyCream,2,PieDough,2,DishRecipe015,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,0,0,0,0,1,0,3,0
Manju,ECraftType::Craft,Manju,1,0,0,RedBeanPaste,1,Flour,1,BakingSoda,1,Sugar,1,None,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,0,0,0,0,0,0,1,0
Cookies,ECraftType::Craft,Cookies,1,0,0,Butter,1,Sugar,1,Egg,1,Flour,1,DishRecipe008,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,0,0,0,0,0,0,1,0
ChocolateCookies,ECraftType::Craft,ChocolateCookies,1,0,0,Cocoa,1,Cookies,1,BakingSoda,1,None,0,DishRecipe008,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,0,0,0,0,0,0,1,0
CinnamonCookies,ECraftType::Craft,CinnamonCookies,1,0,0,Cinnamon,1,Cookies,1,BakingSoda,1,None,0,DishRecipe008,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,0,0,0,0,0,0,1,0
